1e+75,0.0856359,1e+75
1e+75,0.085726,1e+75
1e+75,0.177193,1e+75
1e+75,0.257405,1e+75
1e+75,0.257934,1e+75
1e+75,0.292734,1e+75
1e+75,0.293357,1e+75
1e+75,0.368538,1e+75
1e+75,0.369065,1e+75
1e+75,0.377873,1e+75
1e+75,0.378423,1e+75
1e+75,0.584243,1e+75
1e+75,0.584256,1e+75
1e+75,1.76861,1e+75
1375,2.72932,1
1193,3.33382,1
1022,3.70903,1
1002,4.27165,1
928,4.8305,1
924,5.26353,1
924,5.55892,1
837,6.24314,1
754,6.97342,1
706,7.45692,1
625,8.00014,1
556,8.68463,1
518,9.09004,1
509,9.66205,1
509,10.1585,1
509,10.6556,1
509,11.2263,1
509,11.7578,1
509,12.3663,1
509,12.9603,1
509,13.5544,1
509,14.162,1
509,14.703,1
509,14.903,1
509,14.9735,1
506,15.1047,1
506,15.1991,1
504,15.385,1
504,15.5108,1
504,15.657,1
504,15.8869,1
504,15.9853,1
504,16.1362,1
504,16.2387,1
504,16.4132,1
497,16.6051,1
497,16.7866,1
479,17.2867,1
479,17.515,1
479,17.5945,1
456,17.8305,1
456,18.0428,1
456,18.199,1
445,18.4885,1
445,18.7178,1
445,19.0302,1
445,19.3209,1
428,20.0046,1
428,20.2283,1
428,20.6807,1
428,20.8638,1
412,21.335,1
412,21.5476,1
412,21.7606,1
412,22.0712,1
412,22.2633,1
412,22.4373,1
412,22.6995,1
403,22.933,1
403,23.462,1
403,23.789,1
403,24.0368,1
403,24.2305,1
403,24.4296,1
387,24.6251,1
387,24.7698,1
387,24.8509,1
364,25.0367,1
358,25.2626,1
358,25.5762,1
358,25.6949,1
346,25.9271,1
346,26.0517,1
340,26.275,1
340,26.4481,1
340,26.6113,1
338,26.9369,1
338,27.06,1
338,27.3938,1
338,28.0135,1
338,28.3284,1
338,28.5831,1
338,28.7574,1
338,28.8526,1
319,28.9963,1
319,29.0677,1
319,29.1346,1
319,29.1933,1
319,29.2447,1
315,29.422,1
298,29.5616,1
298,29.6313,1
298,29.7182,1
284,30.11,1
284,30.2402,1
277,30.4421,1
277,30.5773,1
272,30.9348,1
259,31.2166,1
259,31.4721,1
259,31.7144,1
259,31.8706,1
254,32.11,1
252,32.2553,1
252,33.0273,1
252,33.1064,1
252,33.1823,1
252,33.2865,1
252,33.3633,1
252,34.0996,1
252,34.1867,1
252,34.3923,1
252,34.6618,1
252,34.8031,1
252,34.9084,1
252,35.8218,1
252,35.8898,1
252,35.9581,1
252,36.0258,1
252,36.2428,1
252,36.4724,1
252,36.6561,1
251,36.8348,1
242,37.3694,1
236,37.7895,1
232,38.0845,1
232,38.4812,1
232,39.0185,1
232,39.4455,1
232,39.664,1
223,39.8591,1
223,40.0677,1
221,40.2791,1
221,40.5404,1
221,40.6937,1
221,40.8629,1
221,40.9816,1
218,41.4896,1
218,41.5825,1
218,41.7445,1
218,42.009,1
218,42.165,1
218,42.5378,1
218,42.7802,1
218,43.4442,1
218,44.0938,1
218,44.4085,1
218,44.5703,1
217,44.7659,1
214,45.1548,1
214,45.5042,1
214,45.6849,1
214,46.0475,0.995327
214,46.4793,0.995327
214,46.9907,0.985981
209,47.1972,0.980861
209,47.8182,0.976077
209,48.2698,0.971292
209,48.7159,0.961722
209,48.8132,0.961722
209,49.0154,0.956938
209,49.3846,0.913876
209,49.5638,0.904306
209,49.7034,0.889952
209,49.8012,0.881054
209,49.993,0.870813
209,50.2092,0.870518
209,50.611,0.861244
209,50.7197,0.855017
209,50.8811,0.855017
209,51.0043,0.855017
209,51.2865,0.845052
209,51.9934,0.8213
209,52.227,0.808612
209,52.4285,0.808612
209,52.7625,0.803907
209,52.8946,0.794258
209,53.0073,0.794258
209,53.1367,0.794258
209,53.531,0.794258
204,53.7104,0.789216
204,53.9637,0.789216
201,54.1015,0.78607
201,54.3497,0.78607
199,54.9061,0.779796
192,55.1892,0.760579
192,55.3233,0.760417
192,55.3812,0.739711
192,55.538,0.723907
192,55.7691,0.697917
192,56.1849,0.677083
190,56.4563,0.673684
190,56.5046,0.673684
190,56.6605,0.673684
190,56.8693,0.673684
190,57.0404,0.673684
190,57.2595,0.673684
190,57.4233,0.673684
190,57.5763,0.673684
190,57.6342,0.673684
190,57.7353,0.673684
190,57.8671,0.673684
190,58.0032,0.673684
190,58.1476,0.673684
190,58.286,0.673684
190,58.4915,0.673684
190,58.6142,0.657895
190,58.7405,0.657895
190,58.8493,0.647532
190,59.0209,0.642105
190,59.164,0.633035
190,59.3194,0.631579
190,59.5637,0.615155
190,59.6938,0.605263
190,59.8469,0.594136
190,59.9765,0.584211
190,60.1371,0.584211
190,60.2632,0.578947
190,60.3959,0.578947
190,60.4777,0.578947
190,60.6455,0.566835
190,60.7511,0.554087
190,60.8445,0.552632
190,60.8934,0.552632
190,61.0367,0.542105
190,61.1545,0.531579
190,61.2516,0.525467
190,61.3879,0.525467
190,61.5286,0.525467
190,61.6542,0.521053
190,61.7207,0.510526
190,61.9139,0.510526
190,62.0806,0.505263
190,62.1934,0.5
190,62.3061,0.5
190,62.434,0.5
190,62.5493,0.494737
190,62.7492,0.494737
190,62.8755,0.487888
190,62.9997,0.467766
190,63.1129,0.442105
190,63.2621,0.439374
190,63.2918,0.436842
190,63.3746,0.431743
190,63.4512,0.421053
190,63.5212,0.421053
190,63.5781,0.394737
190,63.6788,0.389474
190,63.8084,0.379111
